pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,src_port,dst_port,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps
173,68,1722031317317169,728694784,1722031318045863.8,173,1,1.0,0.3930635838150289,1.0046274895645793e-07,1,UDP,443,38125,68,68,0.544,0.544,1.088
174,68,1722031317317169,729819392,1722031318046988.5,174,1,1.0,0.39080459770114945,1.0104345848793217e-07,1,UDP,443,38125,68,68,0.544,0.544,1.088
175,68,1722031317317169,730580480,1722031318047749.5,175,1,1.0,0.38857142857142857,1.016241680194271e-07,1,UDP,443,38125,68,68,0.544,0.544,1.088
176,68,1722031317317170,731480064,1722031318048650.0,176,1,1.0,0.38636363636363635,1.0220487755091323e-07,1,UDP,443,38125,68,68,0.544,0.544,1.088
177,68,1722031317317170,732286720,1722031318049456.8,177,1,1.0,0.384180790960452,1.0278558708240436e-07,1,UDP,443,38125,68,68,0.544,0.544,1.088
178,1242,1722031317419347,215344128,1722031317634691.2,178,1,1.0,6.977528089887641,1.0336629663884e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
179,1161,1722031317419347,217643520,1722031317636990.5,179,1,1.0,6.4860335195530725,1.0394700617038009e-07,1,UDP,443,38125,1161,1161,9.288,9.288,18.576
180,1242,1722031317419348,219442176,1722031317638790.2,180,1,1.0,6.9,1.0452771570194893e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
181,1242,1722031317419348,221098752,1722031317640446.8,181,1,1.0,6.861878453038674,1.0510842523352533e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
182,731,1722031317419348,222727168,1722031317642075.2,182,1,1.0,4.016483516483516,1.056891347651023e-07,1,UDP,443,38125,731,731,5.848,5.848,11.696
183,1242,1722031317419348,224129024,1722031317643477.0,183,1,1.0,6.786885245901639,1.062698442966922e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
184,1242,1722031317419348,225865728,1722031317645213.8,184,1,1.0,6.75,1.0685055382826034e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
185,84,1722031317419348,228112640,1722031317647460.8,185,1,1.0,0.4540540540540541,1.0743126335979549e-07,1,UDP,443,38125,84,84,0.672,0.672,1.344
186,592,1722031317419705,230461440,1722031317650166.5,186,1,1.0,3.182795698924731,1.0801197289130035e-07,1,UDP,443,38125,592,592,4.736,4.736,9.472
187,85,1722031317419859,231484928,1722031317651344.0,187,1,1.0,0.45454545454545453,1.0859268242289975e-07,1,UDP,38125,443,85,85,0.68,0.68,1.36
188,86,1722031317439311,232215296,1722031317671526.2,188,1,1.0,0.4574468085106383,1.091733919532935e-07,1,UDP,38125,443,86,86,0.688,0.688,1.376
189,1242,1722031317454822,233993728,1722031317688815.8,189,1,1.0,6.571428571428571,1.0975410148385799e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
190,1242,1722031317454822,235552256,1722031317690374.2,190,1,1.0,6.536842105263158,1.1033481101541877e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
191,1242,1722031317454822,237437440,1722031317692259.5,191,1,1.0,6.50261780104712,1.1091552054695744e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
192,1242,1722031317454822,239315712,1722031317694137.8,192,1,1.0,6.46875,1.1149623007849528e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
193,85,1722031317455146,240264960,1722031317695411.0,193,1,1.0,0.44041450777202074,1.1207693961007125e-07,1,UDP,38125,443,85,85,0.68,0.68,1.36
194,1242,1722031317459118,243206912,1722031317702325.0,194,1,1.0,6.402061855670103,1.1265764914127733e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
195,1242,1722031317459118,245367552,1722031317704485.5,195,1,1.0,6.369230769230769,1.1323835867279133e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
196,692,1722031317459118,246891520,1722031317706009.5,196,1,1.0,3.5306122448979593,1.1381906820434595e-07,1,UDP,443,38125,692,692,5.536,5.536,11.072
197,86,1722031317459404,247544064,1722031317706948.0,197,1,1.0,0.4365482233502538,1.1439977773593841e-07,1,UDP,38125,443,86,86,0.688,0.688,1.376
198,592,1722031317624709,248941312,1722031317873650.2,198,1,1.0,2.98989898989899,1.1498048725646217e-07,1,UDP,443,38125,592,592,4.736,4.736,9.472
199,1242,1722031317624709,251108864,1722031317875817.8,199,1,1.0,6.241206030150754,1.15561196787915e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
200,1242,1722031317624709,253381376,1722031317878090.5,200,1,1.0,6.21,1.1614190631935929e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
201,1242,1722031317624709,256495104,1722031317881204.0,201,1,1.0,6.17910447761194,1.1672261585074505e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
202,1242,1722031317624709,259104256,1722031317883813.2,202,1,1.0,6.148514851485149,1.1730332538216306e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
203,1242,1722031317624710,262564352,1722031317887274.2,203,1,1.0,6.1182266009852215,1.1788403491352099e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
204,572,1722031317624710,264622592,1722031317889332.5,204,1,1.0,2.803921568627451,1.184647444449731e-07,1,UDP,443,38125,572,572,4.576,4.576,9.152
205,352,1722031317624710,266447616,1722031317891157.5,205,1,1.0,1.7170731707317073,1.1904545397643995e-07,1,UDP,443,38125,352,352,2.816,2.816,5.632
206,961,1722031317625140,267912448,1722031317893052.5,206,1,1.0,4.665048543689321,1.1962616350790067e-07,1,UDP,443,38125,961,961,7.688,7.688,15.376
207,133,1722031317625140,268950784,1722031317894090.8,207,1,1.0,0.642512077294686,1.2020687303941996e-07,1,UDP,443,38125,133,133,1.064,1.064,2.128
208,86,1722031317625642,269662720,1722031317895304.8,208,1,1.0,0.41346153846153844,1.207875825709262e-07,1,UDP,38125,443,86,86,0.688,0.688,1.376
209,1242,1722031317726470,271169024,1722031317997639.0,209,1,1.0,5.942583732057416,1.213682920953047e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
210,1242,1722031317726470,272675584,1722031317999145.5,210,1,1.0,5.914285714285715,1.2194900162675452e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
211,1242,1722031317726470,274963968,1722031318001434.0,211,1,1.0,5.886255924170616,1.2252971115814763e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
212,1242,1722031317726470,276993792,1722031318003463.8,212,1,1.0,5.8584905660377355,1.2311042068955773e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
213,1242,1722031317726470,278945536,1722031318005415.5,213,1,1.0,5.830985915492958,1.2369113022097206e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
214,1242,1722031317726470,280968192,1722031318007438.2,214,1,1.0,5.803738317757009,1.2427183975237994e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
215,1242,1722031317726470,282555392,1722031318009025.5,215,1,1.0,5.776744186046511,1.2485254928381805e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
216,1242,1722031317726470,284660736,1722031318011130.8,216,1,1.0,5.75,1.2543325881521732e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
217,86,1722031317726739,285541632,1722031318012280.8,217,1,1.0,0.39631336405529954,1.2601396834668513e-07,1,UDP,38125,443,86,86,0.688,0.688,1.376
218,1242,1722031317828906,287151104,1722031318116057.0,218,1,1.0,5.697247706422019,1.265946778706076e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
219,1242,1722031317828906,288713728,1722031318117619.8,219,1,1.0,5.671232876712328,1.2717538740200872e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
220,1242,1722031317828906,290493696,1722031318119399.8,220,1,1.0,5.6454545454545455,1.2775609693339267e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
221,1242,1722031317828906,292323584,1722031318121229.5,221,1,1.0,5.619909502262443,1.2833680646477175e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
222,1242,1722031317828906,294868736,1722031318123774.8,222,1,1.0,5.594594594594595,1.2891751599609598e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
223,1242,1722031317828906,297153792,1722031318126059.8,223,1,1.0,5.569506726457399,1.294982255274381e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
224,1242,1722031317828906,298960640,1722031318127866.8,224,1,1.0,5.544642857142857,1.3007893505881478e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
225,1242,1722031317828906,300620032,1722031318129526.0,225,1,1.0,5.52,1.3065964459020145e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
226,1242,1722031317829265,302588672,1722031318131853.8,226,1,1.0,5.495575221238938,1.3124035412153606e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
227,86,1722031317829381,303281408,1722031318132662.5,227,1,1.0,0.3788546255506608,1.3182106365298537e-07,1,UDP,38125,443,86,86,0.688,0.688,1.376
228,87,1722031317848763,304116480,1722031318152879.5,228,1,1.0,0.3815789473684211,1.324017731829419e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
229,1242,1722031317864454,306199040,1722031318170653.0,229,1,1.0,5.423580786026201,1.3298248271307346e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
230,1242,1722031317864454,307922432,1722031318172376.5,230,1,1.0,5.4,1.3356319224443796e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
231,1242,1722031317864454,310001920,1722031318174456.0,231,1,1.0,5.376623376623376,1.3414390177577352e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
232,1242,1722031317864454,311704320,1722031318176158.2,232,1,1.0,5.353448275862069,1.347246113071372e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
233,1242,1722031317864454,313410048,1722031318177864.0,233,1,1.0,5.330472103004292,1.3530532083849944e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
234,87,1722031317864815,314292224,1722031318179107.2,234,1,1.0,0.3717948717948718,1.3588603036989704e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
235,1242,1722031317868282,315961088,1722031318184243.0,235,1,1.0,5.285106382978723,1.3646673990098533e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
236,1242,1722031317868282,317406464,1722031318185688.5,236,1,1.0,5.262711864406779,1.3704744943236385e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
237,1242,1722031317868282,318809600,1722031318187091.5,237,1,1.0,5.2405063291139244,1.3762815896374478e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
238,87,1722031317868506,319415296,1722031318187921.2,238,1,1.0,0.36554621848739494,1.382088684951708e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
239,1242,1722031318033797,730488320,1722031318764285.2,239,1,1.0,5.196652719665272,1.387895779802102e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
240,1242,1722031318033798,734157056,1722031318767955.0,240,1,1.0,5.175,1.3937028751121116e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
241,1242,1722031318033798,736564480,1722031318770362.5,241,1,1.0,5.153526970954357,1.399509970423122e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
242,1242,1722031318033798,738764544,1722031318772562.5,242,1,1.0,5.132231404958677,1.4053170657342857e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
243,1242,1722031318033798,741073920,1722031318774872.0,243,1,1.0,5.111111111111111,1.4111241610453448e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
244,1242,1722031318033798,743096320,1722031318776894.2,244,1,1.0,5.090163934426229,1.4169312563566247e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
245,1242,1722031318033798,747283200,1722031318781081.2,245,1,1.0,5.069387755102041,1.4227383516661025e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
246,1242,1722031318033798,750921984,1722031318784720.0,246,1,1.0,5.048780487804878,1.4285454469760067e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
247,1242,1722031318034142,754473216,1722031318788615.2,247,1,1.0,5.02834008097166,1.4343525422856727e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
248,1242,1722031318034143,758193408,1722031318792336.5,248,1,1.0,5.008064516129032,1.440159637595458e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
249,87,1722031318034209,759622912,1722031318793832.0,249,1,1.0,0.3493975903614458,1.445966732907087e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
250,87,1722031318034330,761031680,1722031318795361.8,250,1,1.0,0.348,1.4517738282186774e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
251,1242,1722031318136365,764785152,1722031318901150.2,251,1,1.0,4.948207171314741,1.4575809234420093e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
252,1242,1722031318136365,768234752,1722031318904599.8,252,1,1.0,4.928571428571429,1.4633880187515962e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
253,1242,1722031318136365,770002944,1722031318906368.0,253,1,1.0,4.909090909090909,1.4691951140625936e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
254,1242,1722031318136365,771706112,1722031318908071.0,254,1,1.0,4.889763779527559,1.4750022093736353e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
255,1242,1722031318136365,773402112,1722031318909767.0,255,1,1.0,4.870588235294117,1.4808093046846716e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
256,1242,1722031318136365,775470336,1722031318911835.2,256,1,1.0,4.8515625,1.486616399995375e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
257,1242,1722031318136365,778548992,1722031318914914.0,257,1,1.0,4.832684824902723,1.4924234953051887e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
258,1242,1722031318136365,781886720,1722031318918251.8,258,1,1.0,4.813953488372093,1.4982305906147562e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
259,87,1722031318136613,783151616,1722031318919764.5,259,1,1.0,0.3359073359073359,1.5040376859258952e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
260,1242,1722031318136693,784965120,1722031318921658.0,260,1,1.0,4.776923076923077,1.5098447812366902e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
261,1242,1722031318136693,787220736,1722031318923913.8,261,1,1.0,4.758620689655173,1.5156518765471537e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
262,87,1722031318136740,787888640,1722031318924628.8,262,1,1.0,0.3320610687022901,1.5214589718589632e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
263,1242,1722031318238365,790024448,1722031319028389.5,263,1,1.0,4.722433460076045,1.5272660670793769e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
264,1242,1722031318238365,791740928,1722031319030106.0,264,1,1.0,4.704545454545454,1.5330731623899375e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
265,1242,1722031318238365,794309376,1722031319032674.5,265,1,1.0,4.686792452830189,1.5388802576997253e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
266,1242,1722031318238365,796184320,1722031319034549.2,266,1,1.0,4.669172932330827,1.5446873530101182e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
267,1242,1722031318238365,797949696,1722031319036314.8,267,1,1.0,4.651685393258427,1.5504944483205965e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
268,1242,1722031318238365,799646208,1722031319038011.2,268,1,1.0,4.634328358208955,1.5563015436311254e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
269,1242,1722031318238365,801251840,1722031319039616.8,269,1,1.0,4.617100371747212,1.5621086389417256e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
270,1242,1722031318238365,802668800,1722031319041033.8,270,1,1.0,4.6,1.5679157342524863e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
271,87,1722031318238638,803346688,1722031319041984.8,271,1,1.0,0.3210332103321033,1.5737228295636635e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
272,1242,1722031318238692,804916224,1722031319043608.2,272,1,1.0,4.5661764705882355,1.5795299248742176e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
273,1242,1722031318238692,806624768,1722031319045316.8,273,1,1.0,4.549450549450549,1.5853370201846822e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
274,1242,1722031318238692,808301568,1722031319046993.5,274,1,1.0,4.532846715328467,1.5911441154951645e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
275,87,1722031318238755,809164288,1722031319047919.2,275,1,1.0,0.31636363636363635,1.596951210806332e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
276,1242,1722031318443732,813038336,1722031319256770.2,276,1,1.0,4.5,1.60275830592397e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
277,1242,1722031318443732,816256512,1722031319259988.5,277,1,1.0,4.483754512635379,1.6085654012322823e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
278,1242,1722031318443732,818302464,1722031319262034.5,278,1,1.0,4.467625899280575,1.6143724965416722e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
279,1242,1722031318443732,820341760,1722031319264073.8,279,1,1.0,4.451612903225806,1.6201795918510544e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
280,1242,1722031318443732,822224640,1722031319265956.8,280,1,1.0,4.435714285714286,1.625986687160571e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
281,1242,1722031318443733,823762688,1722031319267495.8,281,1,1.0,4.419928825622776,1.6317937824704002e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
282,1242,1722031318443733,825969664,1722031319269702.8,282,1,1.0,4.404255319148936,1.637600877779584e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
283,1242,1722031318443733,828329472,1722031319272062.5,283,1,1.0,4.3886925795053005,1.643407973088607e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
284,1242,1722031318444118,829940992,1722031319274059.0,284,1,1.0,4.373239436619718,1.649215068397962e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
285,1242,1722031318444118,831502336,1722031319275620.2,285,1,1.0,4.3578947368421055,1.655022163707722e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
286,1242,1722031318444118,832902912,1722031319277021.0,286,1,1.0,4.3426573426573425,1.6608292590176262e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
287,1242,1722031318444118,834379520,1722031319278497.5,287,1,1.0,4.327526132404182,1.6666363543274475e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
288,88,1722031318444595,835001344,1722031319279596.2,288,1,1.0,0.3055555555555556,1.672443449637626e-07,1,UDP,38125,443,88,88,0.704,0.704,1.408
289,87,1722031318444928,835596544,1722031319280524.5,289,1,1.0,0.30103806228373703,1.678250544947963e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
290,1242,1722031318545604,238673664,1722031318784277.8,290,1,1.0,4.2827586206896555,1.6840576407445054e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
291,1242,1722031318545605,240628224,1722031318786233.2,291,1,1.0,4.268041237113402,1.6898647360554986e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
292,1242,1722031318545605,243425536,1722031318789030.5,292,1,1.0,4.2534246575342465,1.6956718313656495e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
293,1242,1722031318545605,246426112,1722031318792031.0,293,1,1.0,4.238907849829351,1.7014789266755808e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
294,1242,1722031318545605,248220416,1722031318793825.5,294,1,1.0,4.224489795918367,1.7072860219866878e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
295,1242,1722031318545605,250113536,1722031318795718.5,295,1,1.0,4.2101694915254235,1.7130931172976844e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
296,1242,1722031318545605,252166912,1722031318797772.0,296,1,1.0,4.195945945945946,1.7189002126085082e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
297,1242,1722031318545605,253947136,1722031318799552.2,297,1,1.0,4.181818181818182,1.7247073079195917e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
298,1242,1722031318545989,256302592,1722031318802291.5,298,1,1.0,4.167785234899329,1.7305144032296997e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
299,1242,1722031318545990,258521600,1722031318804511.5,299,1,1.0,4.153846153846154,1.7363214985403125e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
300,1242,1722031318545990,261976576,1722031318807966.5,300,1,1.0,4.14,1.7421285938496612e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
301,1242,1722031318545990,265194752,1722031318811184.8,301,1,1.0,4.1262458471760795,1.7479356891592266e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
302,1242,1722031318545990,267330816,1722031318813320.8,302,1,1.0,4.112582781456954,1.7537427844698728e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
303,87,1722031318546682,268197376,1722031318814879.5,303,1,1.0,0.2871287128712871,1.759549879781094e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
304,1242,1722031318853933,270041856,1722031319123974.8,304,1,1.0,4.0855263157894735,1.7653569747770308e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
305,1242,1722031318853934,271812096,1722031319125746.0,305,1,1.0,4.072131147540984,1.7711640700869758e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
306,1242,1722031318853934,273439232,1722031319127373.2,306,1,1.0,4.0588235294117645,1.776971165397057e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
307,1242,1722031318853934,275584000,1722031319129518.0,307,1,1.0,4.045602605863192,1.7827782607065918e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
308,1242,1722031318854182,278935808,1722031319133117.8,308,1,1.0,4.032467532467533,1.7885853560146008e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
